task_id,mobility_status,signal_strength,critical_task,bandwidth_mbps,number_of_instructions_mips,task_size_MB,is_offloaded,offloading_target,decision_reason
880,medium,-64.33489633,0,40.1851365,3213,470.2562619,1,RSU,Medium mobility & RSU connectivity
881,low,-74.9015178,0,20.8792508,104,24.06059589,1,peer_vehicle,Low mobility - peer vehicle available
882,low,-65.71750175,0,33.49908872,3426,82.6920925,1,peer_vehicle,Low mobility & excellent peer connectivity
883,high,-51.45259245,0,58.55095487,3129,505.8971681,1,cloud,High mobility - cloud optimal
884,low,-51.94226099,0,49.7357135,1898,365.8858719,1,peer_vehicle,Low mobility & excellent peer connectivity
885,medium,-72.96134721,0,27.38334114,1976,187.8445194,1,RSU,Medium mobility & RSU connectivity
886,medium,-45.6138209,0,66.27141908,4858,1020.505222,1,RSU,Medium mobility & RSU connectivity
887,low,-51.44495895,0,56.4114399,1488,270.6399259,1,peer_vehicle,Low mobility & excellent peer connectivity
888,high,-52.4727531,0,46.42311104,644,53.15182812,1,cloud,High mobility - cloud optimal
889,medium,-45.93529451,0,62.52370655,672,200.10567,1,RSU,Medium mobility & RSU connectivity
890,low,-55.58420029,0,64.15162674,325,125.9907575,1,peer_vehicle,Low mobility & excellent peer connectivity
891,medium,-60.67154493,0,40.46928667,3240,219.9082198,1,RSU,Medium mobility & RSU connectivity
892,medium,-58.45029045,0,55.85925122,350,14.46965421,1,RSU,Medium mobility & RSU connectivity
893,high,-54.62626288,0,67.92327267,1273,32.08804764,1,cloud,High mobility - cloud optimal
894,low,-53.66164272,0,63.60620245,3732,587.013304,1,peer_vehicle,Low mobility & excellent peer connectivity
895,low,-37.75053612,0,87.65143096,3164,730.4777217,1,peer_vehicle,Low mobility & excellent peer connectivity
896,medium,-80.55396481,0,22.0983291,4034,793.1855288,1,RSU,Medium mobility & RSU connectivity
897,low,-36.20326026,0,85.6891186,4250,938.7772518,1,peer_vehicle,Low mobility & excellent peer connectivity
898,medium,-70.92460663,0,26.36140588,980,87.01107596,1,RSU,Medium mobility & RSU connectivity
899,high,-88.42552481,0,14.3790692,4264,23.43286214,1,cloud,High mobility - cloud optimal
900,medium,-45.53249554,0,72.53127704,4125,453.4137989,1,RSU,Medium mobility & RSU connectivity
901,high,-74.30931834,0,24.23121911,4176,245.7286983,1,cloud,High mobility - cloud optimal
902,high,-63.27986997,0,41.67808014,4993,849.4254574,1,cloud,High mobility - cloud optimal
903,medium,-69.61936745,0,47.93745825,1019,105.3500339,1,RSU,Medium mobility & RSU connectivity
904,low,-44.15098089,0,64.24040462,3492,153.7660363,1,peer_vehicle,Low mobility & excellent peer connectivity
905,medium,-75.56013576,0,25.53104533,2003,484.2295958,1,RSU,Medium mobility & RSU connectivity
906,medium,-50.46273689,0,55.68787848,1088,81.32052741,1,RSU,Medium mobility & RSU connectivity
907,high,-52.96690502,0,48.60893127,2540,527.83729,1,cloud,High mobility - cloud optimal
908,high,-62.48923175,0,42.38799924,503,50.05044035,1,cloud,High mobility - cloud optimal
909,low,-43.02114124,0,69.00497466,2957,217.4198985,1,peer_vehicle,Low mobility & excellent peer connectivity
910,low,-61.49989624,0,47.53902415,2164,132.5171537,1,peer_vehicle,Low mobility & excellent peer connectivity
911,medium,-56.36061226,0,54.46498315,809,131.3692283,1,RSU,Medium mobility & RSU connectivity
912,medium,-66.58683797,0,49.74865967,4005,117.5765692,1,RSU,Medium mobility & RSU connectivity
913,high,-80.44992916,0,11.24274216,424,134.8895669,1,cloud,High mobility - cloud optimal
914,high,-69.63458348,0,24.97029204,1291,258.1053448,1,cloud,High mobility - cloud optimal
915,low,-67.94933865,0,21.61990412,3495,597.8029445,1,peer_vehicle,Low mobility - peer vehicle available
916,high,-64.22059754,0,48.105156,2917,11.66701166,1,cloud,High mobility - cloud optimal
917,medium,-71.82482923,0,23.61027332,2621,280.0387006,1,RSU,Medium mobility & RSU connectivity
918,high,-74.12842698,0,23.66514629,739,71.68887318,1,cloud,High mobility - cloud optimal
919,medium,-71.64893612,0,35.38289306,4045,650.8715542,1,RSU,Medium mobility & RSU connectivity
920,low,-78.78134898,0,33.10497164,4176,293.5808609,1,peer_vehicle,Low mobility - peer vehicle available
921,high,-69.83468632,0,34.20580165,2858,203.6167572,1,cloud,High mobility - cloud optimal
922,low,-72.64007925,0,19.44875369,4945,846.0509438,1,RSU,Low mobility & good RSU
923,high,-59.28941529,0,57.13373298,3848,666.2255389,1,cloud,High mobility - cloud optimal
924,high,-57.72905721,0,54.28964799,2933,440.5171958,1,cloud,High mobility - cloud optimal
925,high,-72.59941623,0,24.14373093,2835,666.3707677,1,cloud,High mobility - cloud optimal
926,high,-85.87133404,0,18.03710593,3839,457.2765427,1,cloud,High mobility - cloud optimal
927,high,-86.98885133,0,14.15680047,1022,70.82666974,1,cloud,High mobility - cloud optimal
928,medium,-49.02349911,0,70.52254952,3736,708.2149223,1,RSU,Medium mobility & RSU connectivity
929,high,-85.49987478,0,14.10107511,448,163.4249736,1,cloud,High mobility - cloud optimal
930,low,-60.3458982,0,51.33352272,1993,348.8856844,1,peer_vehicle,Low mobility & excellent peer connectivity
931,medium,-81.32889574,0,22.72009185,3462,516.9573749,1,RSU,Medium mobility & RSU connectivity
932,high,-53.52725722,0,64.15968819,2086,113.9266476,1,cloud,High mobility - cloud optimal
933,medium,-59.35655586,0,50.72391008,601,205.4542792,1,RSU,Medium mobility & RSU connectivity
934,high,-77.72275708,0,30.9767121,4466,652.7749542,1,cloud,High mobility - cloud optimal
935,low,-40.87914646,0,78.68351412,3261,187.8062568,1,peer_vehicle,Low mobility & excellent peer connectivity
936,high,-79.82963356,0,11.57503811,1571,299.9207158,1,cloud,High mobility - cloud optimal
937,medium,-60.76985078,0,67.19168816,1517,237.0421346,1,RSU,Medium mobility & RSU connectivity
938,low,-79.21258037,0,35.08611564,2372,313.2518863,1,peer_vehicle,Low mobility - peer vehicle available
939,high,-60.33263484,0,42.96070753,382,123.9281459,1,cloud,High mobility - cloud optimal
940,high,-59.63044081,0,39.19214449,3597,154.9321177,1,cloud,High mobility - cloud optimal
941,low,-43.42170628,0,78.25383714,3770,692.0063883,1,peer_vehicle,Low mobility & excellent peer connectivity
942,high,-59.01711667,0,45.48848227,1936,446.1334129,1,cloud,High mobility - cloud optimal
943,low,-59.39877803,0,46.99023099,275,103.4844054,1,peer_vehicle,Low mobility & excellent peer connectivity
944,high,-82.39088277,0,14.93697177,2183,81.48021091,1,cloud,High mobility - cloud optimal
945,high,-64.26284202,0,53.65773703,1657,102.8133893,1,cloud,High mobility - cloud optimal
946,medium,-82.81227302,0,10.53557756,1408,19.68981806,1,RSU,Medium mobility & RSU connectivity
947,high,-54.36104461,0,58.77339919,337,80.84370152,1,cloud,High mobility - cloud optimal
948,low,-69.81751996,0,29.19118563,2103,146.8027727,1,peer_vehicle,Low mobility - peer vehicle available
949,medium,-74.14276543,0,20.32302824,2609,220.5856638,1,RSU,Medium mobility & RSU connectivity
950,high,-58.34548324,0,46.867685,4116,760.6818821,1,cloud,High mobility - cloud optimal
951,low,-50.64734992,0,44.43409456,4257,169.6365841,1,peer_vehicle,Low mobility & excellent peer connectivity
952,high,-74.86737571,0,43.98860175,4581,997.3748276,1,cloud,High mobility - cloud optimal
953,low,-61.27275741,0,43.76321651,908,186.9888278,1,peer_vehicle,Low mobility & excellent peer connectivity
954,high,-58.53977146,0,48.37512006,1745,219.5117826,1,cloud,High mobility - cloud optimal
955,high,-75.53839249,0,23.63427421,4592,39.86421145,1,cloud,High mobility - cloud optimal
956,medium,-50.64270603,0,66.25393625,2863,279.3452479,1,RSU,Medium mobility & RSU connectivity
957,medium,-59.79925278,0,46.2699218,696,151.7896556,1,RSU,Medium mobility & RSU connectivity
958,low,-51.03260872,0,42.63940023,2528,197.2016775,1,peer_vehicle,Low mobility & excellent peer connectivity
959,high,-63.42642534,0,45.11973114,801,139.0192738,1,cloud,High mobility - cloud optimal
960,medium,-54.97823345,0,58.17840848,4424,722.4283783,1,RSU,Medium mobility & RSU connectivity
961,medium,-52.47431982,0,51.69330354,2008,417.148002,1,RSU,Medium mobility & RSU connectivity
962,medium,-82.88370267,0,21.09586967,1811,227.1468991,1,RSU,Medium mobility & RSU connectivity
963,low,-39.55995343,0,61.966534,3866,196.4124716,1,peer_vehicle,Low mobility & excellent peer connectivity
964,low,-74.36464885,0,41.39105716,2470,258.1785105,1,peer_vehicle,Low mobility & excellent peer connectivity
965,low,-45.04303847,0,72.83984604,432,97.36125495,1,peer_vehicle,Low mobility & excellent peer connectivity
966,low,-61.68957059,0,47.98304848,1529,298.6311699,1,peer_vehicle,Low mobility & excellent peer connectivity
967,low,-36.54755759,0,63.30217118,869,77.26873819,1,peer_vehicle,Low mobility & excellent peer connectivity
968,low,-41.38374837,0,72.8314705,4085,341.2773418,1,peer_vehicle,Low mobility & excellent peer connectivity
969,low,-73.2540836,0,47.07993507,130,65.81824399,1,peer_vehicle,Low mobility & excellent peer connectivity
970,low,-48.43863979,0,69.6982072,970,178.2146317,1,peer_vehicle,Low mobility & excellent peer connectivity
971,medium,-52.23063152,0,54.45562133,1020,30.05350079,1,RSU,Medium mobility & RSU connectivity
972,low,-45.6859683,0,68.77370402,1328,16.30216639,1,peer_vehicle,Low mobility & excellent peer connectivity
973,high,-68.12337945,0,31.58392834,431,58.79749618,1,cloud,High mobility - cloud optimal
974,low,-47.60014388,0,63.52183526,2847,241.5711135,1,peer_vehicle,Low mobility & excellent peer connectivity
975,low,-69.4839298,0,42.86867509,4341,839.7049673,1,peer_vehicle,Low mobility & excellent peer connectivity
976,low,-74.28002791,0,23.13289395,1123,42.38778162,1,peer_vehicle,Low mobility - peer vehicle available
977,high,-55.87296751,0,35.23904912,2333,305.8429258,1,cloud,High mobility - cloud optimal
978,medium,-51.07187486,0,55.4584143,2613,307.8169935,1,RSU,Medium mobility & RSU connectivity
979,medium,-65.54068937,0,24.61090711,941,72.64094943,1,RSU,Medium mobility & RSU connectivity
980,medium,-73.38552459,0,28.85189319,2950,311.402388,1,RSU,Medium mobility & RSU connectivity
981,low,-63.01931852,0,42.27484379,2551,447.4074633,1,peer_vehicle,Low mobility & excellent peer connectivity
982,medium,-58.43867868,0,37.10643384,2103,405.0360276,1,RSU,Medium mobility & RSU connectivity
983,low,-60.70020248,0,50.47835288,2765,178.3575156,1,peer_vehicle,Low mobility & excellent peer connectivity
984,high,-68.20701297,0,30.18140766,1917,241.1112867,1,cloud,High mobility - cloud optimal
985,medium,-83.47803287,0,8.412953397,3007,7.728756316,1,cloud,Medium mobility - cloud available
986,high,-85.3937685,0,8.939964842,4736,567.4355164,1,cloud,High mobility - cloud optimal
987,low,-79.1886946,0,29.76435054,4583,712.497604,1,peer_vehicle,Low mobility - peer vehicle available
988,medium,-51.0214228,0,61.83670222,3819,757.2512795,1,RSU,Medium mobility & RSU connectivity
989,medium,-78.2752761,0,25.8871186,1837,294.042334,1,RSU,Medium mobility & RSU connectivity
990,high,-66.80914233,0,46.79500236,4755,879.5385302,1,cloud,High mobility - cloud optimal
991,medium,-72.95297652,0,40.04693295,1264,314.1060385,1,RSU,Medium mobility & RSU connectivity
992,high,-71.99743318,0,49.05196873,342,50.64407189,1,cloud,High mobility - cloud optimal
993,low,-72.31338322,0,40.17324448,1972,249.2637773,1,peer_vehicle,Low mobility & excellent peer connectivity
994,medium,-69.41935896,0,23.23001169,1539,322.4205582,1,RSU,Medium mobility & RSU connectivity
995,low,-73.89680228,0,39.27409498,1413,382.5430747,1,peer_vehicle,Low mobility & excellent peer connectivity
996,low,-51.25973137,0,69.47963743,2421,492.7986089,1,peer_vehicle,Low mobility & excellent peer connectivity
997,medium,-82.09910732,0,27.47772516,4941,102.9418367,1,RSU,Medium mobility & RSU connectivity
998,medium,-74.65770945,0,29.01917728,2613,492.2525085,1,RSU,Medium mobility & RSU connectivity
999,low,-40.00613823,0,69.60059443,3274,429.1933711,1,peer_vehicle,Low mobility & excellent peer connectivity
1000,high,-58.77709097,0,45.39414868,3083,140.4756791,1,cloud,High mobility - cloud optimal
1001,medium,-80.76779901,0,18.93262008,1130,163.3431456,1,RSU,Medium mobility & RSU connectivity
1002,medium,-64.95349074,0,52.65801983,4445,834.6545472,1,RSU,Medium mobility & RSU connectivity
1003,low,-61.31799458,0,39.22630606,2320,450.7580897,1,peer_vehicle,Low mobility & excellent peer connectivity
1004,high,-86.55456914,0,12.1175876,1314,144.0521523,1,cloud,High mobility - cloud optimal
1005,high,-64.4710234,0,52.47469487,4908,720.3186486,1,cloud,High mobility - cloud optimal
1006,medium,-69.64211964,0,29.60911848,4332,142.2741111,1,RSU,Medium mobility & RSU connectivity
1007,low,-37.17339171,0,75.97498221,3767,597.4699348,1,peer_vehicle,Low mobility & excellent peer connectivity
1008,medium,-58.11789838,0,49.58527562,1811,207.3817966,1,RSU,Medium mobility & RSU connectivity
1009,medium,-53.88362373,0,55.16058908,2969,352.0952919,1,RSU,Medium mobility & RSU connectivity
1010,medium,-70.48536732,0,49.52148174,2880,191.2178021,1,RSU,Medium mobility & RSU connectivity
1011,low,-47.4409442,0,62.07368505,2925,470.8041389,1,peer_vehicle,Low mobility & excellent peer connectivity
1012,medium,-70.60030325,0,22.5165569,1068,298.3998185,1,RSU,Medium mobility & RSU connectivity
1013,medium,-66.33267377,0,24.08802737,4372,953.9646177,1,RSU,Medium mobility & RSU connectivity
1014,medium,-74.30965259,0,42.55302796,897,187.4260567,1,RSU,Medium mobility & RSU connectivity
1015,low,-49.7591107,0,56.46644014,3002,295.4745375,1,peer_vehicle,Low mobility & excellent peer connectivity
1016,low,-79.54485058,0,30.41456182,4426,907.5395868,1,peer_vehicle,Low mobility - peer vehicle available
1017,high,-68.37789298,0,39.18912841,444,90.60036118,1,cloud,High mobility - cloud optimal
1018,low,-58.85880553,0,52.55461148,4479,798.4353032,1,peer_vehicle,Low mobility & excellent peer connectivity
1019,low,-57.34189199,0,52.83027662,4139,564.5731088,1,peer_vehicle,Low mobility & excellent peer connectivity
1020,medium,-81.47431026,0,28.8552982,909,127.6088398,1,RSU,Medium mobility & RSU connectivity
1021,medium,-51.03824963,0,67.32274444,1631,365.9473947,1,RSU,Medium mobility & RSU connectivity
1022,low,-40.29014639,0,69.04598069,4361,405.1624585,1,peer_vehicle,Low mobility & excellent peer connectivity
1023,low,-46.33524495,0,70.32206899,3615,705.6758867,1,peer_vehicle,Low mobility & excellent peer connectivity
1024,medium,-77.0337241,0,33.50874529,501,160.6401445,1,RSU,Medium mobility & RSU connectivity
1025,medium,-49.50233237,0,58.95818785,325,46.96389149,1,RSU,Medium mobility & RSU connectivity
1026,high,-65.28533382,0,45.48031304,2368,306.0928135,1,cloud,High mobility - cloud optimal
1027,high,-89.1585239,0,11.98914962,2838,136.3314713,1,cloud,High mobility - cloud optimal
1028,medium,-45.02128423,0,52.29656233,2063,431.9404162,1,RSU,Medium mobility & RSU connectivity
1029,medium,-67.78627305,0,34.20046358,3729,509.9900538,1,RSU,Medium mobility & RSU connectivity
1030,medium,-56.1510213,0,58.25600714,926,80.1068219,1,RSU,Medium mobility & RSU connectivity
1031,low,-77.50880824,0,29.80082831,4638,272.3048959,1,peer_vehicle,Low mobility - peer vehicle available
1032,medium,-55.94785999,0,64.10392846,4684,741.6618106,1,RSU,Medium mobility & RSU connectivity
1033,low,-56.72906486,0,49.99437999,2073,387.0034393,1,peer_vehicle,Low mobility & excellent peer connectivity
1034,low,-51.65574199,0,61.20108841,4979,540.9432351,1,peer_vehicle,Low mobility & excellent peer connectivity
1035,high,-74.65563839,0,29.77495917,4884,301.8399597,1,cloud,High mobility - cloud optimal
1036,medium,-56.76058936,0,43.37958583,1751,170.5417365,1,RSU,Medium mobility & RSU connectivity
1037,high,-60.11055448,0,59.32802357,3484,128.2773989,1,cloud,High mobility - cloud optimal
1038,medium,-75.69584551,0,37.62916449,4137,13.39216241,1,RSU,Medium mobility & RSU connectivity
1039,medium,-74.98565082,0,29.20015455,2471,116.0641133,1,RSU,Medium mobility & RSU connectivity
1040,low,-36.47023499,0,84.15531033,2602,607.6386295,1,peer_vehicle,Low mobility & excellent peer connectivity
1041,high,-63.12095448,0,51.122736,3016,413.903857,1,cloud,High mobility - cloud optimal
1042,high,-59.55976068,0,55.21315138,4670,575.0350784,1,cloud,High mobility - cloud optimal
1043,low,-73.03213724,0,44.10254201,4695,125.65655,1,peer_vehicle,Low mobility & excellent peer connectivity
1044,high,-76.35402697,0,12.79725544,1179,296.5201688,1,cloud,High mobility - cloud optimal
1045,medium,-47.97667963,0,67.59421718,697,25.30367194,1,RSU,Medium mobility & RSU connectivity
1046,low,-61.53633252,0,48.18623315,4925,274.8786149,1,peer_vehicle,Low mobility & excellent peer connectivity
1047,high,-82.91139772,0,17.70051087,1094,90.45257164,1,cloud,High mobility - cloud optimal
1048,low,-74.19206938,0,19.1307289,4411,769.104517,1,RSU,Low mobility & good RSU
1049,medium,-81.53005458,0,23.46952218,533,151.8643771,1,RSU,Medium mobility & RSU connectivity
1050,low,-63.29280858,0,40.70276742,2198,168.4283618,1,peer_vehicle,Low mobility & excellent peer connectivity
1051,low,-48.52124583,0,60.30783025,1687,242.5287203,1,peer_vehicle,Low mobility & excellent peer connectivity
1052,medium,-47.08546232,0,81.36299599,4172,383.3371588,1,RSU,Medium mobility & RSU connectivity
1053,medium,-75.93063092,0,21.78410377,4393,876.126235,1,RSU,Medium mobility & RSU connectivity
1054,high,-55.40020095,0,58.80858108,699,105.7101717,1,cloud,High mobility - cloud optimal
1055,high,-69.153051,0,38.00756984,1188,195.3415967,1,cloud,High mobility - cloud optimal
1056,medium,-71.13124955,0,32.76550616,4666,319.3784503,1,RSU,Medium mobility & RSU connectivity
1057,low,-38.03121378,0,68.99544958,3963,721.9166228,1,peer_vehicle,Low mobility & excellent peer connectivity
1058,low,-77.1535966,0,34.52850631,1331,233.9225225,1,peer_vehicle,Low mobility - peer vehicle available
1059,low,-55.01168786,0,44.38817245,1046,10.36765773,1,peer_vehicle,Low mobility & excellent peer connectivity
1060,medium,-63.81709277,0,49.01084615,2047,348.8620145,1,RSU,Medium mobility & RSU connectivity
1061,low,-46.6602557,0,58.90296079,155,81.86546153,1,peer_vehicle,Low mobility & excellent peer connectivity
1062,medium,-72.81907243,0,41.34630582,4535,551.1735797,1,RSU,Medium mobility & RSU connectivity
1063,medium,-48.86905511,0,59.03123611,204,64.57108344,1,RSU,Medium mobility & RSU connectivity
1064,medium,-79.7819436,0,28.06723593,3178,347.3604825,1,RSU,Medium mobility & RSU connectivity
1065,low,-79.81522087,0,21.46875306,2349,199.6281573,1,peer_vehicle,Low mobility - peer vehicle available
1066,high,-50.28671473,0,63.46064981,3386,71.762487,1,cloud,High mobility - cloud optimal
1067,medium,-73.52613417,0,29.39218133,4364,531.5122004,1,RSU,Medium mobility & RSU connectivity
1068,low,-56.59480635,0,49.67925602,1643,144.0488558,1,peer_vehicle,Low mobility & excellent peer connectivity
1069,medium,-50.19900298,0,57.74541093,4621,20.31097479,1,RSU,Medium mobility & RSU connectivity
1070,medium,-61.47425173,0,36.59939288,3978,496.8975256,1,RSU,Medium mobility & RSU connectivity
1071,low,-67.65147255,0,40.37067347,4938,899.1065939,1,peer_vehicle,Low mobility & excellent peer connectivity
1072,low,-62.06845571,0,54.25722917,4787,278.4076436,1,peer_vehicle,Low mobility & excellent peer connectivity
1073,low,-35.08122255,0,92.76596143,2246,296.3719372,1,peer_vehicle,Low mobility & excellent peer connectivity
1074,low,-58.29986463,0,54.91004715,1667,96.47945553,1,peer_vehicle,Low mobility & excellent peer connectivity
1075,low,-37.91786424,0,67.58600329,1262,60.37378297,1,peer_vehicle,Low mobility & excellent peer connectivity
1076,medium,-48.41002685,0,59.9826681,2989,521.3033016,1,RSU,Medium mobility & RSU connectivity
1077,high,-65.90235561,0,54.78727481,3275,476.8601255,1,cloud,High mobility - cloud optimal
1078,low,-56.04378943,0,43.24533076,2291,89.24696468,1,peer_vehicle,Low mobility & excellent peer connectivity
1079,low,-60.43948333,0,52.16699903,3327,27.65269927,1,peer_vehicle,Low mobility & excellent peer connectivity
1080,low,-76.61946904,0,22.66132263,4577,958.0050865,1,peer_vehicle,Low mobility - peer vehicle available
1081,high,-57.73168769,0,41.19871289,3299,404.584041,1,cloud,High mobility - cloud optimal
1082,medium,-60.38608637,0,59.72251001,3087,621.954921,1,RSU,Medium mobility & RSU connectivity
1083,low,-60.77993991,0,46.77135231,1565,237.2885298,1,peer_vehicle,Low mobility & excellent peer connectivity
1084,high,-59.71243521,0,53.62227773,3908,476.3333752,1,cloud,High mobility - cloud optimal
1085,medium,-82.10442407,0,16.13457091,142,60.1316844,1,RSU,Medium mobility & RSU connectivity
1086,low,-63.70182787,0,46.98454296,3370,91.42487193,1,peer_vehicle,Low mobility & excellent peer connectivity
1087,low,-78.25341735,0,32.34842361,132,118.4873957,1,peer_vehicle,Low mobility - peer vehicle available
1088,medium,-51.29861967,0,50.03189616,371,67.43270406,1,RSU,Medium mobility & RSU connectivity
1089,medium,-52.91187965,0,36.25158989,1254,33.83247679,1,RSU,Medium mobility & RSU connectivity
1090,medium,-61.8105154,0,43.81077379,830,177.6123865,1,RSU,Medium mobility & RSU connectivity
1091,low,-63.40836842,0,49.28623746,4571,385.2772855,1,peer_vehicle,Low mobility & excellent peer connectivity
1092,medium,-84.99035981,0,12.66648078,4236,268.5087076,1,RSU,Medium mobility & RSU connectivity
1093,medium,-53.29350093,0,49.2501725,720,23.23628655,1,RSU,Medium mobility & RSU connectivity
1094,low,-52.24018598,0,63.37720329,1488,179.9935277,1,peer_vehicle,Low mobility & excellent peer connectivity
1095,medium,-74.40131754,0,19.9984904,4424,850.5321727,1,RSU,Medium mobility & RSU connectivity
1096,high,-66.367365,0,42.19837486,4884,857.3895166,1,cloud,High mobility - cloud optimal
1097,high,-70.64812414,0,36.90157531,113,70.37525321,1,cloud,High mobility - cloud optimal
1098,high,-84.75941525,0,18.26641281,1406,352.7947492,1,cloud,High mobility - cloud optimal
1099,low,-79.39657458,0,20.45938729,1009,27.09035459,1,peer_vehicle,Low mobility - peer vehicle available
1100,low,-71.78186914,0,40.58461163,4020,13.0897929,1,peer_vehicle,Low mobility & excellent peer connectivity
1101,low,-61.69298087,0,62.25767245,3365,502.7424337,1,peer_vehicle,Low mobility & excellent peer connectivity
1102,medium,-58.84023114,0,44.96630467,3103,349.9093153,1,RSU,Medium mobility & RSU connectivity
1103,high,-71.9074386,0,31.67946003,1889,401.373253,1,cloud,High mobility - cloud optimal
1104,low,-40.33313812,0,55.81011388,1281,79.4701511,1,peer_vehicle,Low mobility & excellent peer connectivity
1105,high,-58.6288074,0,50.51441912,377,52.39567633,1,cloud,High mobility - cloud optimal
1106,high,-52.19510205,0,55.99995514,129,24.59175139,1,cloud,High mobility - cloud optimal
1107,medium,-58.77482352,0,37.77426154,3128,646.4930152,1,RSU,Medium mobility & RSU connectivity
1108,medium,-52.08959028,0,42.05424981,4663,755.0340574,1,RSU,Medium mobility & RSU connectivity
1109,medium,-66.66986741,0,39.14392627,1199,120.9298707,1,RSU,Medium mobility & RSU connectivity
1110,low,-63.96242753,0,30.28863873,3856,863.9985348,1,peer_vehicle,Low mobility & excellent peer connectivity
1111,low,-70.52621802,0,31.46747101,4318,744.2961079,1,peer_vehicle,Low mobility & excellent peer connectivity
1112,medium,-48.11106727,0,50.77668835,3260,379.9458788,1,RSU,Medium mobility & RSU connectivity
1113,low,-54.80492607,0,43.68234073,970,261.2318763,1,peer_vehicle,Low mobility & excellent peer connectivity
1114,medium,-66.74732718,0,33.99953894,395,153.6409027,1,RSU,Medium mobility & RSU connectivity
1115,high,-76.4578389,0,29.12912075,3033,614.5508488,1,cloud,High mobility - cloud optimal
1116,medium,-77.38346016,0,24.579044,4061,295.9500761,1,RSU,Medium mobility & RSU connectivity
1117,high,-72.78734288,0,40.38754255,3464,766.6966805,1,cloud,High mobility - cloud optimal
1118,high,-81.58511674,0,20.82865045,2432,8.164972524,1,cloud,High mobility - cloud optimal
1119,high,-50.18065557,0,61.81286707,3233,255.4525176,1,cloud,High mobility - cloud optimal
1120,high,-58.43837583,0,36.53984175,1092,24.18530066,1,cloud,High mobility - cloud optimal
1121,high,-64.77645211,0,34.89231636,4368,230.7270269,1,cloud,High mobility - cloud optimal
1122,high,-53.20516263,0,66.2234805,4361,714.1056039,1,cloud,High mobility - cloud optimal
1123,high,-51.9441451,0,49.38850643,2467,104.2036801,1,cloud,High mobility - cloud optimal
1124,high,-75.15575636,0,39.33605621,3087,485.9625307,1,cloud,High mobility - cloud optimal
1125,high,-70.45580296,0,32.91094929,2384,78.6176506,1,cloud,High mobility - cloud optimal
1126,high,-56.00250034,0,62.54484131,4737,377.6718936,1,cloud,High mobility - cloud optimal
1127,high,-60.41513261,0,53.28141675,949,217.8095789,1,cloud,High mobility - cloud optimal
1128,high,-52.76668543,0,59.86756184,1673,46.2956659,1,cloud,High mobility - cloud optimal
1129,high,-74.59349489,0,31.89644044,4797,225.0025772,1,cloud,High mobility - cloud optimal
1130,high,-67.398699,0,39.94557413,1461,81.06207725,1,cloud,High mobility - cloud optimal
1131,high,-60.01934339,0,44.80213966,4333,443.0104301,1,cloud,High mobility - cloud optimal
1132,high,-82.53686003,0,19.24515342,2893,217.3299943,1,cloud,High mobility - cloud optimal
1133,high,-80.43107145,0,20.36870687,4412,229.7222157,1,cloud,High mobility - cloud optimal
1134,high,-85.26551089,0,23.07449842,3406,109.9742126,1,cloud,High mobility - cloud optimal
1135,high,-73.68469559,0,27.57354125,2638,127.4582964,1,cloud,High mobility - cloud optimal
1136,high,-82.07477033,0,9.706984399,899,55.27062629,1,cloud,High mobility - cloud optimal
1137,high,-74.20898733,0,29.17496398,4390,425.5434315,1,cloud,High mobility - cloud optimal
1138,high,-85.44952165,0,28.12098576,4611,43.19821997,1,cloud,High mobility - cloud optimal
1139,high,-76.17078991,0,20.6878966,4861,648.536395,1,cloud,High mobility - cloud optimal
1140,high,-65.65667381,0,44.70187706,2629,394.4877815,1,cloud,High mobility - cloud optimal
1141,high,-63.03970574,0,51.68885321,2887,153.76031,1,cloud,High mobility - cloud optimal
1142,high,-59.11038896,0,52.76436827,1773,330.0353636,1,cloud,High mobility - cloud optimal
1143,high,-80.89469857,0,40.99249367,4047,585.8143957,1,cloud,High mobility - cloud optimal
1144,high,-61.79746863,0,48.23929767,3759,122.4109617,1,cloud,High mobility - cloud optimal
1145,high,-55.98492323,0,47.62347032,1344,360.0972974,1,cloud,High mobility - cloud optimal
1146,high,-73.88895463,0,33.98502162,1236,247.5105829,1,cloud,High mobility - cloud optimal
1147,high,-74.60165109,0,28.74918372,1345,137.200841,1,cloud,High mobility - cloud optimal
1148,high,-89.57319492,0,21.03517627,3595,152.0594369,1,cloud,High mobility - cloud optimal
1149,medium,-82.21416529,0,8.706958315,2988,454.6558527,1,cloud,Medium mobility - cloud available
1150,high,-51.75468575,0,73.26898822,3176,34.4490836,1,cloud,High mobility - cloud optimal
1151,high,-74.12442428,0,33.20413823,4294,452.1595222,1,cloud,High mobility - cloud optimal
1152,high,-71.99618926,0,34.68499822,3895,366.7713747,1,cloud,High mobility - cloud optimal
1153,high,-51.86719678,0,65.03216135,214,7.103494903,1,cloud,High mobility - cloud optimal
1154,high,-58.24626829,0,49.85522399,1068,168.5256885,1,cloud,High mobility - cloud optimal
1155,high,-58.31821636,0,49.82620353,2792,297.8283147,1,cloud,High mobility - cloud optimal
1156,high,-77.4926934,0,18.80505853,1602,197.5577724,1,cloud,High mobility - cloud optimal
1157,high,-57.98543246,0,50.70139529,754,223.0507808,1,cloud,High mobility - cloud optimal
1158,high,-80.88886634,0,16.2341146,3619,739.4587512,1,cloud,High mobility - cloud optimal
